,,East,,Central,,West,
Day,Date,Songlist,Recording,Songlist,Recording,Songlist,Recording
1,6/28/2021,https://gist.github.com/56e4bb12963ac652b919ca8dbdd0ea5a,,https://gist.github.com/dd339861e561f77ddf7cafa9ff3e6613,,https://gist.github.com/46fce79aa848e12d976486ed71c0f42c,
2,6/29/2021,https://gist.github.com/8d46558e09bb51838d15bf6be6468dbb,,https://gist.github.com/96b0a7a4f36dffef756ceec618cc14af,,https://gist.github.com/226cad3a4a452e88d64916ada45efbfb,
3,6/30/2021,https://gist.github.com/6b0a7e5a2b16c59a7bbd9037a2bd03a3,,https://gist.github.com/2a4135f2c895d868a75d622322419796,,https://gist.github.com/bcb2d959103c1aa612339e47016529ac,
4,7/1/2021,https://gist.github.com/4804b6857732886ba489b146cc0fe894,,https://gist.github.com/88c579c08e2d1388668077654782ff5e,,https://gist.github.com/693c44ea2dc245310393179149bc5860,
5,7/2/2021,https://gist.github.com/a3439715cd3798b5599a6018f10ee1b3,,https://gist.github.com/4251b71004fa37362b4a00c0358e29ec,,https://gist.github.com/4834ca486e5fa66799a778afc929867a,
6,7/3/2021,https://gist.github.com/e597f8fa94416992c72790ea223a9ed3,,https://gist.github.com/2a0f6a5ccdd7083b59d57aa66623af50,,https://gist.github.com/4a7893d44ab8d17cc8e8e5548a8ba9f6,
7,7/4/2021,https://gist.github.com/c5c63ca484a7acb7a2bb5d86ece469d7,,https://gist.github.com/320ef4636b6f927484f6b084cf1a6768,,https://gist.github.com/615f3c049a502471e4a52af0abce66a1,
8,7/5/2021,https://gist.github.com/4b16780ca68cf1bb4427f79640b78c8d,,https://gist.github.com/c53a2955034648f8758b86c9176e8a9a,,https://gist.github.com/488fca2e5ab55fdc38daeef2eaf4acd6,
9,7/6/2021,https://gist.github.com/d5881401ba3970e2ccade4bfca27d59f,,https://gist.github.com/c312345b83099183caf55c9c5d09ae5b,,https://gist.github.com/2cc33ba6d2a70d27a1ece1d1beb85645,
10,7/7/2021,https://gist.github.com/983aecab123a071d198ab39beb00088b,,https://gist.github.com/7512b3ad1054b2da8ccde2b223529801,,https://gist.github.com/25c9403219a9c8d772d4769fb8754d29,
11,7/8/2021,https://gist.github.com/67c9a2fdb15ef404cb67f4fa491f275e,,https://gist.github.com/af64ddc47b7c97b601fb1d0ffc9fb4b3,,https://gist.github.com/0556f7ca023b94e6243f0e5f0b6b16c2,
12,7/9/2021,https://gist.github.com/4ab79f0b0d9cc2667950083a9f0a35db,,https://gist.github.com/381a980d1e3a2f409dbd98b9d13f4992,,https://gist.github.com/4c1dac785b546fac87ca690ec12ca923,
